all_retrived_env_sim_default_polished
TAXA_001	22
TAXA_002	18
TAXA_003	534
TAXA_004	1335
TAXA_005	48
TAXA_006	10
TAXA_007	3951
TAXA_008	33
TAXA_009	76
TAXA_010	114
TAXA_011	47
TAXA_012	19
TAXA_013	12
TAXA_014	1677
TAXA_015	1666
TAXA_016	87
TAXA_017	509
TAXA_018	8
TAXA_019	7
TAXA_020	810
TAXA_021	1694
TAXA_022	9
TAXA_023	7
TAXA_024	54
TAXA_025	851
TAXA_026	19
TAXA_027	9
TAXA_028	193
TAXA_029	23
TAXA_030	94
TAXA_031	29
TAXA_032	406
TAXA_033	19
TAXA_034	8
TAXA_035	86
TAXA_036	35
TAXA_037	21
TAXA_038	13
TAXA_039	16
TAXA_040	7
TAXA_041	8
TAXA_042	544
TAXA_043	60
TAXA_044	68
TAXA_045	39
TAXA_046	1663
TAXA_047	14
TAXA_048	9
TAXA_049	9
TAXA_050	16
TAXA_051	11
TAXA_052	27
TAXA_053	17
TAXA_054	9
TAXA_055	12
TAXA_056	21
TAXA_057	10
TAXA_058	8
TAXA_059	20
TAXA_060	8
TAXA_061	28
TAXA_062	15
TAXA_063	12
TAXA_064	14
TAXA_065	9
TAXA_066	28
TAXA_067	18
TAXA_068	7
TAXA_069	9
TAXA_070	9
TAXA_071	23
TAXA_072	412
TAXA_073	9
TAXA_074	32
TAXA_075	10
TAXA_076	7
TAXA_077	181
TAXA_078	17
TAXA_079	264
TAXA_080	11
TAXA_081	10
TAXA_082	7
TAXA_083	54
TAXA_084	7
TAXA_085	7
TAXA_086	7
TAXA_087	7
TAXA_088	71
TAXA_089	8
TAXA_090	31
TAXA_091	359
TAXA_092	59
TAXA_093	969
TAXA_094	13
TAXA_095	20
TAXA_096	36
TAXA_097	10
TAXA_098	129
TAXA_099	341
TAXA_100	14
